SR5D,haworthia ,resendeana
SR5D,haworthia ,parecida a resendeana 1
SR5D,haworthia ,parecida a resendeana 2
SR5D,haworthia ,parecida a resendeana 3 más amarilla
SR5D,haworthia ,tipo cooperi 1
SR5D,haworthia ,tipo cooperi 2
SR5D,haworthia ,tipo cooperi 3
SR5D,adromischus,festivus
SR5D,adromischus ,zeyheri
SR5D,pleiospilos ,nelii
SR5D,adromischus ,cristatus
SR5D,echeveria,dyionisos
SR5D,crassula,money maker variegada
SR5D,cotyledon ,tomentosa
SR5D,rabiea,albipuncta
SR5D,crassula,tipo perforata hoja más refonda
SR5D,rhombophyllum,dolabriforme
SR5D,haworthia ,retisa
SR5D,haworthia ,cuspidata? termina en punta
SR5D,titanopsis,calcarea
SR5D,titanopsis ,Hugo
SR5D,sempervivum,Elisa centro verde claro .exterior rojizo
SR5D,haworthia ,ubomboensis
SR5D,haworthia ,venosa
SR5D,echeveria,mina
SR5V,sempervivum ,ver fotos
SR5V,sempervivum ,arachnoideum
SR5V,sempervivum ,ver foto
SR5V,sempervivum ,ver foto
SR5V,haworthia ,ver foto
SR5V,sempervivum ,
SR5V,faucaria,tigrina
SR5V,adromischus ,sp
SR5V,adromischus ,cristatus clavifolius
SR5V,aloe,microstigma
SR5V,graptoperalum,paraguayense
SR5V,echeveria ,graesneri?
SR5V,crassula,dubia
SR5V,anacampseros,rufescens
SR5V,crassula,gollum
SR5V,crassula,perdorata
SR5V,crassula,springtime
SR5V,sedum,adolphii
SR5V,crassula,green pagoda
SR5V,crassula,campfire variegada
SR5V,crassula,rupestris
SR5V,gasteria,bicolor
SR5V,crassula,herrei
SR5V,crassula,roggersi
SR5V,crassula,atropurpurea
SR5V,crassula,ondulata
SR5V,crassula,ovata variegada
SR5V,kalanchoe,chocolate
SR5V,kalanchoe,tomentosa
SR5V,sedum ,spiralis
SR5V,graptoveria ,titubans
SR5V,echeveria,melaco
SR5V,echeveria,bruma
SR5V,graptoveria ,Margaret repins
SR5V,echeveria,angel
SR5V,sedum,petrosedum
SR5V,sedeveria,Harry butterfield
SR5V,sedum,angelica
SR5V,sedum,pachyphyllum
SR5V,sedum,mysteri
SR5V,sedum,tokyo
SR5V,sedum ,wayra
SR5V,sedum ,multiceps?
SR5V,aeonium ,decorum?
SR5V,aeonium,ver foto(mascaense?)
SR8G,lithops,
SR8G,argyroderma ,
SR8G,Gibbaeum ,heathii
SR8G,aloinopsis,schoonesii
SR8G,Echeveria,crispata beauty
SR8G,Echeveria,freckles
SR8G,Echeveria,red leaf
SR8G,Echeveria,cuspidata v gemmula
SR8G,Echeveria,tolimanensis
SR8G,Echeveria,cuspidata v menchaca
SR8G,Echeveria,ver foto R8G 1
SR8G,Echeveria,ver foto R8G 2
SR8G,Echeveria,baron bold
SR8G,Echeveria,zaragoza
SR8G,Echeveria,ver foto R8G 3
SR8G,lapidaria ,margaretae
SR8G,aloinopsis ,malherbei
SR8G,crassula,deltoides?
SR8G,euphorbia ,polygona
SR8G,sedum ,variegado ver msj con Marcos x el ID
SR8G,huernia,laevis f harras
SR8G,Orbea,speciosa
SR8G,huernia ,insigniflora red belly
SR8G,sempervivum ,calcareum
SR8G,duvalia,caespitosa
SR8G,duvalia,polita
SR8G,senecio,rowleyanus variegado
SR8G,cotyledon,pendens
SR8G,ceropegia,woodii variegada
SR8G,aloe ,peglerae
SR8G,graptoveria ,silver star
SR8G,rhombophyllum ,rhomboideum
SR8G,haworthia ,zebra
SR8G,hoya,krimson variegada
SR8G,aloe,aculeata
SR8G,aloe,claviflora
SR8G,euphorbia ,enopla
SR8G,ceropegia,radicans
SR8D,sempervivum ,foto R8D 1
SR8D,crassula,licopoidea variegada
SR8D,pachyphytum?,foto R8D 2
SR8D,crestado ,foto R8D 4
SR8D,cotyledon ,tomentosa
SR8D,kalanchoe ,humilis
SR8D,euphorbia ,resinifera
SR8D,euphorbia ,echinus
SR8D,graptoperalum ,amethystinum
SR8D,huernia ,halipedicola
SR8D,crassula,marneriana variegada
SR8D,orbea,lutea
SR8D,nananthus,willmamiae
SR8D,titanopsis,fulleri
SR8D,graptoveria ,lovely rose
SR8D,aloinopsis,rubrolineata
SR8D,stapelianthus,decaryi
SR8D,huernia,zebrina
SR8D,crassula,rosularis?
SR8D,crassula,perdorata variegada
SR8D,gasteria,nigricans
SR8D,ceropegia,sandersoni
SR8D,titanopsis,hugo
SR8D,pleiospilos ,royal
SR8D,pleiospilos ,nelii
SR8D,schwantesia ,borcherdsii
SR8D,titanopsis,primosii
SR8D,gasteria ,little warty
SR8D,aloe,pepe
SR8D,aloe,humilis
SR8D,aloe,hibridos
SR8D,haworthia ,venosa
SR8D,orbea,semota
SR8D,haworthia ,foto R8D 3
SR8D,haworthia ,retusa
SR8D,haworthia ,foto R8D 5
SR8D,haworthia ,foto R8D 6
SR8D,echeveria,caly argentea
SR8D,trichodiadema ,densum compacta mabel
SR8D,delosperma,cata barrios chile
SR8D,adromischus ,festivus
SR8D,echeveria,pink trumpet
SR8D,adromischus ,cooperi
SR8A,echeveria,colorata
SR8A,huernia ,hislopii
SR8A,orbea,subterranea
SR8A,tromotriche ,revoluta v tigrida
SR8A,orbea,lutea vaga
SR8A,hoya,diversifolia
SR8A,hoya,kerrii
SR8N,hoya,compacta
SR8A,cynanchum ,marneriana
SR8A,orbea,diversifolia
SR8A,orbea,verrucosa x cooperi
SR8A,caralluma,buchardii
SR8A,orbea,dummeri
SR8N,Orbea,melanantha
SR8A,caralluma,europa
CR8A,echinocereus ,rigidissimus v rubispinus
CR8A,marginatocereus ,marginato
CR8B,lophophora ,
CR8B,eriosyce,senilis multicolor esp marron
CR8B,copiapoa,leonensis
CR8B,copiapoa,humilis
CR8B,eriosyce ,calderana
CR8B,copiapoa,hypogaea
CR8B,pilosocereus ,braunii
CR8B,echinocereus ,morricallii
CR8B,myrtillocactus,geometrizans
CR8B,eriosyce,odieri
CR8B,glandulicactus ,uncinatus wrightii
CR8B,cereus,espiralado
CR8B,gymnanthocereus ,pelleiffer
CR8B,eriosyce,aerocarpa
CR8B,espostoa,Lanata nana
CR8B,lobivia,pygmaea
CR8B,eriosyce,multicolor esp blanca
CR8B,melocactus,peruvianus
SR8B,frithia,
SR8B,cerochlamys,pachyphylla
SR8B,schwantesia ,loeschiana
SR8B,adromischus ,marneriana
SR8B,grapto,seven star
SR8B,adromischus ,maculatus
SR8B,haworthia ,variegada
SR8B,stapelianthus ,hardy
SR8B,duvalia ,parviflora x huernia praestans
SR8B,echeveria,ebony
SR8B,echeveria ,bordeaux
SR8B,crassula,ivory
SR8B,crassula,Morgan's beauty
SR8B,euphorbia ,láctea crestada
SR8B,crassula,doroty
SR8B,juttadinteria,kovismontana
SR8B,braunsia,maximiliana
SR8N,euphorbia ,obesa
SR8N,euphorbia ,láctea roja(sin stock)
SR8N,dudleya,edulis
SR8N,tromotriche ,aperta
SR8N,orbea,tapscotti
SR8N,haworthia ,variegada
SR8N,haworthia ,truncata
SR8N,haworthia ,truncata lime green
SR8N,huernia ,thuretti
SR8N,duvaliandra ,dioscoridis
SR8N,duvalia,elegans
SR8N,duvalia,angustiloba
SR8N,huernia ,CM 22
SR8N,crassula,pyramidalis (sin stock)
SR8N,crassula,hemisphaerica (sin stock)
SR8N,ballyanthus,prognathus
SR8N,euphorbia ,globosa
SR8N,stapelia,schinzii híbrido flor jaspeada
CR8N,astrophytum ,rokkotsu
CR8N,astrophytum ,hibrido
CR8N,puna,subterranea
CR8N,browningia ,hertlingiana
CR5D,cleistocactus ,strausii
CR5D,echinocactus,grusonii
CR5D,parodia,microsperma
CR5D,echinofossulocactus ,multicostatus
CR5D,parodia,maassii
CR5D,parodia,penicillata
CR5D,coryphantha ,elephanthidens
CR5D,coryphantha ,pallida
CR5D,mammillaria ,guelzowiana
CR5D,parodia,crysacanthion
CR5D,mammillaria,matudae?
CR5D,mammillaria,droegeana
CR5D,notocactus,scopa
CR5D,ferocactus,latispinus
CR5D,mammillaria ,camptotricha
CR5D,mammillaria ,candida
CR5D,gymnocalycium ,ragonesei
CR5D,astrophytum ,myriostigma nudum
CR5D,notocactus ,leninghausii
CR5D,haageocereus,mix
CR5D,astrophytum ,myriostigma
CR5D,Matucana ,polzii
CR5D,pilosocereus ,pentaedrophorus
CR5D,trichocereus ,bridgesii
CR5D,notocactus,haselbergii
CR5D,cereus,fairy casttle
CR5D,mammillaria ,muehlenpfordtii
CR5D,notocactus,horstii
CR5D,rebutia,violaciflora
CR5D,astrophytum ,ornatum
CR5D,notocactus,roseoluteus
CR5D,leuchtenbergia,principis
CR5D,echinocereus ,pectinatus (sin stock)
CR5D,matucana,khranii
CR5D,matucana,ritteri
CR5T,mammillaria,ernestii
CR5T,lobivia,arachnacantha
CR5T,gymnocalycium ,mihanovichii
CR5T,mammillaria ,toluca
CR5T,mammillaria ,glassii
CR5T,mammillaria ,bocasana
CR5T,trichocereus ,vatteri
CR5T,cereus,forbesii
CR5T,trichocereus ,candicans
CR5T,notocactus ,parecido a leninghausii
CR5T,echinocereus ,pentalophus
CR5T,mammillaria ,elongata
CR5T,gymnocalycium ,schickendantzii
CR5T,gymnocalycium ,baldianum
CR5T,gymnocalycium ,striglianum
CR5T,mammillaria ,sp espinas blancas
CR5T,mammillaria,columbiana
CR5T,melocactus ,neryii
CR5T,mammillaria ,backebergeana
CR5T,ferocactus,sp
CR5T,mammillaria ,nivosa
CR5T,notocactus,claviceps
CR5T,notocactus,warasi
CR5T,notocactus ,horstii?
CR5T,mammillaria ,hahniana
CR5T,thelocactus ,setispinus
CR5T,gymnocalycium ,calochlorum
CR5T,notocactus,uebelmanianus
CR5T,mammillaria ,muehlenpfordtii
CR5T,echinopsis,subdenudata
CR5T,mammillaria,crinita
CR5T,lobivia,aurea
CR5T,notocactus,submammulosus
CR5T,lobivia,quiabayensis
CR5T,notocactus,concinus
CR5T,denmoza,rodacantha
CR5T,mammillaria,mammillaris
CR5T,mammillaria glassii,
CR8D,parodia,maassii
CR8D,parodia,penicillata
CR8D,parodia,crysacanthion
CR8D,parodia,microsperma
CR8D,mammillaria,bombycina
CR8D,mammillaria ,guelzowiana
CR8D,cleistocactus ,strausii
CR8D,notocactus,haselbergii
CR8D,austrocilindropuntia ,subulata crestada
CR8D,pilosocereus ,pentaedrophorus
CR8D,rebutia,esp marron
CR8D,rebutia,esp blanca (senilis?)
CR8D,rebutia,violaciflora
CR8D,rebutia,f naranja
CR8D,mammillaria,matudae
CR8D,mammillaria ,droegeana
CR8D,ferocactus,latispinus
CR8D,echinocereus ,nivosus
CR8D,notocactus ,roseoluteus
CR8D,echinocereus ,pectinatus
CR8D,echinocereus ,tipo flenderi
CR8D,mammillaria,yaquensis
CR8D,mammillaria,snow cap
CR8D,notocactus,buiningii
CR8D,echinocactus ,grusonii
CR8D,lobivia,wrightiana
CR8D,gymnocalycium ,oenanthemun?
CR8D,melocactus,neryii
CR8D,gymnocalycium ,ragonesei
CR8D,mammillaria ,candida
CR8D,notocactus,magnífico
CR8D,rebutia,violaciflora
CR8D,notocactus,scopa
CR8D,matucana ,multicolor / aurantiaca
CR8D,rebutia,sunrise
CR8D,ferocactus ,glaucescens
CR8D,lobivia,kuenrichii
CR8D,astrophytum ,myriostigma
CR8D,astrophytum ,myriostigma nudum
CR8D,astrophytum ,ornatum
CR8D,mammillaria,surculosa
CR8D,astrophytum ,capricorne
CR8G,mammillaria,schwarzii
CR8G,chamaecereus,mix colores
CR8G,eriosyce ,subgibbosa
CR8G,mammillaria,geminispina
CR8G,rebutia,senilis
CR8G,sulcorebutia,f fucsia
CR8G,trixanthocereus,senilis
CR8G,haageocereus ,sp
CR8G,lobivia,haematantha
CR8G,pilosocereus ,
CR8G,mila,churinensis
CR8G,eriosyce,senilis nidus (sin stock)
SR8V,sempervivum ,arachnoideum
SR8V,sempervivum ,foto R8V 1
SR8V,sempervivum ,foto R8V 2
SR8V,sempervivum ,foto R8V 3
SR8V,stapelia ,mix
SR8V,kalanchoe,thyrsiflora
SR8V,adromischus,sp
SR8V,faucaria,tigrina
SR8V,graptoperalum ,paraguayense
SR8V,graptoperalum ,sp
SR8V,graptoperalum ,expatriata
SR8V,grapto,doctor cornelio
SR8V,echeveria,graesneri
SR8V,graptosedum,Francesco baldi
SR8V,grapto,R8V 4
SR8V,grapto,R8V 5
SR8V,sedum,R8V 6
SR8V,crassula,arborescens
SR8V,crassula,multicava purple dragon
SR8V,sedeveria,Harry butterfield
SR8V,echeveria,black prince
SR8V,sedum ,allantoides
SR8V,titanopsis,calcarea
SR8V,adromischus,cristatus v clavifolius
SR8V,echeveria,pulvinata
SR8V,anacampseros ,rufescens
SR8V,graptoveria ,titubans
SR8V,echeveria,linda jean
SR8V,echeveria,gloria
SR8V,crassula,campfire variegada
SR8V,aeonium ,sedifolium
SR8V,sedum ,R8V 7
SR8V,grapto,milky way
SR8V,aeonium,parecido a atropurpurea de hoja en punta
SR8V,kalanchoe,nikae
SR8V,aloe,striata
SR8V,aloe,variegata
SR8V,grapto,R8V 8
SR8V,aeonium,kiwi
SR8V,yaguar,tipo dyckia
SR8V,crassula ,rogersi
SR8V,crassula,afra
SR8V,rabiea,albipuncta
SR8V,echeveria,van breem
SR8V,crassula ,marneriana
SR8V,delosperma,lehmannii
SR8V,aeonium ,velour
SR8V,oscularia,deltoides
SR8V,crassula,dubia
SR8V,sedum ,obesum
SR8V,crassula,erasula
SR8V,graptoperalum ,mendozae
SR8V,cotyledon,orbiculata
SR8V,haworthia ,cymbiformis
SR8V,echeveria,neon breakers
SR8V,petrosedum,
SR8V,crassula,perfoliata
SR8V,faucaria,boscheana
SR8V,senecio ,mandraliscae
SR8V,crassula,falcata
SR8V,crassula ,perdorata
SR8V,crassula,gollum
SR8V,sedum,lineare variegado
CR8T,trichocereus ,vatteri
CR8T,echinofossulocactus ,multicostatus
CR8T,mammillaria,ernestii
CR8T,mammillaria,bocasana
CR8T,notocactus,uebelmanianus
CR8T,gymnocalycium ,schickendantzii
CR8T,notocactus ,leninghausii
CR8T,haageocereus,mix
CR8T,thelocactus ,setispinus
CR8T,mammillaria,glassii
CR8T,mammillaria,muehlenpfordtii
CR8T,mammillaria,rodantha
CR8T,mammillaria,toluca
CR8T,monvillea,spegazzini
CR8T,mammillaria,mammillaris
CR8T,lobivia,dobeana
CR8T,ferocactus,R8T 1
CR8T,ferocactus,R8T 2
CR8T,mammillaria,crinita
CR8T,trichocereus,bridgesii
CR8T,mammillaria,nivosa
CR8T,mammillaria,splendens
CR8T,notocactus,horstii
CR8T,notocactus,submammulosus
CR8T,mammillaria,hahniana
CR8T,notocactus,warasii
CR8T,notocactus ,claviceps
CR8T,gymnocalycium ,bruchii
CR8T,mammillaria,prolifera
CR8T,trichocereus,pachanoi
CR8T,mammillaria,backebergeana
CR8T,gymnocalycium ,baldianum
CR8T,gymnocalycium ,andreae
CR8T,gymnocalycium ,striglianum
CR8T,gymnocalycium ,mihanovichii
CR8T,thelocactus,setispinus
CR8T,notocactus,comcinus
CR8T,mammillaria,bolli
CR8T,lobivia,quiabayensis
CR8T,echinopsis,subdenudata
CR8T,notocactus,mammulosus
CR8T,lobivia,arachnacantha
CR8T,lobivia,formosa
